edgeID	source	target	weight
550	12815549	9620768812034593898263432752725	2
551	12815549	146780325331434161852704682583098960582795024166723	1
552	12815549	7020677994648396116	1
553	12815549	121413839418388394873939278	2
554	12815549	521516289502072804238679	2
555	12819357	7236828769517008193	1
556	12819357	2341540494346399607479933985056078	1
557	12819357	121413839418388394873939278	1
558	12819357	7596272323199656276	1
559	12819357	521516289502072804238679	1
560	12790472	7236828769517008193	1
561	12790472	121413839418388394873939278	2
562	12790472	521516289502072804238679	1
563	12795601	121413839418388394873939278	3
564	12795601	9620768812034593898263432752725	2
565	12791101	121413839418388394873939278	1
566	12791101	129134121279823	2
567	12791101	521516289502072804238679	1
568	12803048	121413839418388394873939278	1
569	12803048	521516289502072804238679	1
570	12803048	32306665193131823040923068483	1
571	12782051	121413839418388394873939278	1
572	12782051	521516289502072804238679	2
573	12797978	121413839418388394873939278	2
574	12797978	521516289502072804238679	1
575	12790335	28538242288608588	1
576	12790335	6382923	5
577	12799783	7236828769517008193	1
578	12799783	1279346004	1
579	12799783	121413839418388394873939278	2
580	12796863	478475809871	1
581	12796863	7236828769517008193	1
582	12796863	9146642598505027165216713109328	1
583	12796863	121413839418388394873939278	1
584	12796863	521516289502072804238679	1
585	12786517	7236828769517008193	1
586	12786517	121413839418388394873939278	1
587	12786517	521516289502072804238679	2
588	12773065	549589403741468145774159	1
589	12773065	121413839418388394873939278	1
590	12773065	7236828769517008193	1
591	12773065	521516289502072804238679	1
592	12820582	521516289502072804238679	3
593	12794824	121413839418388394873939278	2
594	12794824	107105233887570	3
595	12776615	121413839418388394873939278	4
596	12776615	521516289502072804238679	1
597	12785364	7236828769517008193	1
598	12785364	31078127357556036	1
599	12785364	121413839418388394873939278	2
600	12785364	521516289502072804238679	1
601	12820592	121413839418388394873939278	1
602	12820592	521516289502072804238679	1
603	12820592	32306665193131823040923068483	1
604	12819396	121413839418388394873939278	2
605	12819396	521516289502072804238679	1
606	12799056	7236828769517008193	3
607	12799056	28538242288608588	1
608	12780540	7236828769517008193	4
609	12822125	121413839418388394873939278	3
610	12822125	521516289502072804238679	1
611	12817070	121413839418388394873939278	2
612	12817070	107105233887570	2
613	12802468	7596272323199656276	1
614	12802468	121413839418388394873939278	2
615	12802468	521516289502072804238679	1
616	12817984	8037777159904226965291495551555	1
617	12817984	32306665193131823040923068483	3
618	12784426	7236828769517008193	1
619	12784426	121413839418388394873939278	1
620	12784426	521516289502072804238679	2
621	12797591	31078127357556036	1
622	12797591	129134121279823	1
623	12797591	1926853119662446965319	1
624	12783767	9146642598505027165216713109328	1
625	12783767	121413839418388394873939278	1
626	12783767	521516289502072804238679	1
627	12808073	2341540494346399607479933985056078	2
628	12808073	121413839418388394873939278	2
629	12808073	129134121279823	1
630	12808073	521516289502072804238679	1
631	12802826	521516289502072804238679	5
632	12792790	7236828769517008193	1
633	12792790	121413839418388394873939278	1
634	12792790	521516289502072804238679	2
635	12806210	28556934444048727	1
636	12806210	31078127357556036	1
637	12806210	9620768812034593898263432752725	1
638	12806210	31371684177600855	1
639	12806210	121413839418388394873939278	4
640	12806210	122528461447499	2
641	12804330	2037173017923630096717	1
642	12804330	521516289502072804238679	3
643	12796440	31078127357556036	1
644	12796440	129134121279823	1
645	12796440	1926853119662446965319	1
646	12819383	7236828769517008193	1
647	12819383	121413839418388394873939278	2
648	12819383	521516289502072804238679	1
649	12773922	121413839418388394873939278	2
650	12773922	27414593201660235	1
651	12773922	521516289502072804238679	1
652	12773369	7236828769517008193	1
653	12773369	121413839418388394873939278	1
654	12773369	521516289502072804238679	1
655	12800086	7236828769517008193	1
656	12800086	478475809871	1
657	12800086	33555442805960966414020275785	1
658	12800086	121413839418388394873939278	1
659	12800086	521516289502072804238679	1
660	12789167	7236828769517008193	1
661	12789167	121413839418388394873939278	2
662	12778895	28556934444048727	1
663	12778895	121413839418388394873939278	2
664	12813283	31371684177600855	1
665	12813283	9146642598505027165216713109328	1
666	12813283	521516289502072804238679	2
667	12800858	121413839418388394873939278	3
668	12795145	31084793162982738	1
669	12795145	121413839418388394873939278	2
670	12824811	6382923	3
671	12808317	7021797267521560914	1
672	12808317	521516289502072804238679	1
673	12808317	31078127357556036	1
674	12808317	32306665193131823040923068483	2
675	12780777	121413839418388394873939278	2
676	12780507	121413839418388394873939278	1
677	12780507	521516289502072804238679	1
678	12781623	121413839418388394873939278	1
679	12781623	521516289502072804238679	1
680	12781050	521516289502072804238679	2
681	12781104	121413839418388394873939278	1
682	12781104	521516289502072804238679	1
683	12781454	121413839418388394873939278	2
684	12780133	121413839418388394873939278	1
685	12780133	521516289502072804238679	1
686	12782263	6382923	2
687	12779676	7236828769517008193	1
688	12779676	121413839418388394873939278	1
689	12777680	121413839418388394873939278	1
690	12777680	521516289502072804238679	1
691	12779081	521516289502072804238679	2
692	12779542	521516289502072804238679	2
693	12780240	6911817	2
694	12778516	121413839418388394873939278	1
695	12778516	521516289502072804238679	1
696	12778546	33555442805960966414020275785	1
697	12778546	121413839418388394873939278	1
698	12781325	121413839418388394873939278	1
699	12781325	521516289502072804238679	1
700	12796210	28538242288608588	2
701	12795110	7236828769517008193	1
702	12795110	121413839418388394873939278	1
703	12793018	121413839418388394873939278	1
704	12793018	521516289502072804238679	1
705	12794534	121413839418388394873939278	1
706	12794534	521516289502072804238679	1
707	12796614	31081942892396521018577022798	1
708	12796614	521516289502072804238679	1
709	12792764	121413839418388394873939278	2
710	12792224	7236828769517008193	1
711	12792224	121413839418388394873939278	1
712	12793565	521516289502072804238679	2
713	12792668	521516289502072804238679	2
714	12792677	121413839418388394873939278	1
715	12792677	521516289502072804238679	1
716	12793263	121413839418388394873939278	1
717	12793263	521516289502072804238679	1
718	12793281	2341540494346399607479933985056078	1
719	12793281	121413839418388394873939278	1
720	12793276	6382923	1
721	12793276	2129690746452074391636	1
722	12808093	121413839418388394873939278	1
723	12808093	521516289502072804238679	1
724	12808315	7236828769517008193	1
725	12808315	1945155748560563495245	1
726	12807382	121413839418388394873939278	1
727	12807382	521516289502072804238679	1
728	12807732	121413839418388394873939278	2
729	12809250	121413839418388394873939278	1
730	12809250	521516289502072804238679	1
731	12820584	121413839418388394873939278	1
732	12820584	521516289502072804238679	1
733	12819068	121413839418388394873939278	1
734	12819068	521516289502072804238679	1
735	12818578	121413839418388394873939278	1
736	12818578	521516289502072804238679	1
737	12818982	521516289502072804238679	2
738	12820669	129134121281876	1
739	12820669	121413839418388394873939278	1
740	12820268	121413839418388394873939278	1
741	12820268	521516289502072804238679	1
742	12790184	28538242288608588	2
743	12791320	121413839418388394873939278	1
744	12791320	521516289502072804238679	1
745	12790869	121413839418388394873939278	1
746	12790869	521516289502072804238679	1
747	12788286	121413839418388394873939278	2
748	12788329	121413839418388394873939278	1
749	12788329	521516289502072804238679	1
750	12789677	121413839418388394873939278	1
751	12789677	521516289502072804238679	1
752	12789641	121413839418388394873939278	1
753	12789641	521516289502072804238679	1
754	12788589	1767991375	2
755	12788040	121413839418388394873939278	1
756	12788040	129134121279823	1
757	12788846	121413839418388394873939278	1
758	12788846	521516289502072804238679	1
759	12775493	2341540494346399607479933985056078	2
760	12776545	121413839418388394873939278	1
761	12776545	521516289502072804238679	1
762	12775392	1702193486	1
763	12775392	2129690746452074391636	1
764	12776309	121413839418388394873939278	1
765	12776309	521516289502072804238679	1
766	12776007	121413839418388394873939278	1
767	12776007	521516289502072804238679	1
768	12776013	7236828769517008193	1
769	12776013	521516289502072804238679	1
770	12775944	121413839418388394873939278	1
771	12775944	521516289502072804238679	1
772	12774079	7236828769517008193	1
773	12774079	121413839418388394873939278	1
774	12774712	6911817	1
775	12774712	521516289502072804238679	1
776	12774303	521516289502072804238679	2
777	12774945	121413839418388394873939278	2
778	12773403	28538242288608588	2
779	12772757	7236828769517008193	2
780	12775897	521516289502072804238679	2
781	12774004	121413839418388394873939278	1
782	12774004	521516289502072804238679	1
783	12777400	2129690746452074391636	2
784	12811986	9221184600958148649260298888261	1
785	12811986	1365864021	1
786	12812180	121413839418388394873939278	1
787	12812180	521516289502072804238679	1
788	12812177	31078127357556036	2
789	12810402	121413839418388394873939278	1
790	12810402	521516289502072804238679	1
791	12813567	31078127357556036	2
792	12809827	121413839418388394873939278	1
793	12809827	521516289502072804238679	1
794	12811461	121413839418388394873939278	1
795	12811461	521516289502072804238679	1
796	12810627	121413839418388394873939278	1
797	12810627	521516289502072804238679	1
798	12812780	121413839418388394873939278	1
799	12812780	521516289502072804238679	1
800	12810688	1871074917823339915351	1
801	12810688	7236828769517008193	1
802	12823602	7236828769517008193	1
803	12823602	521516289502072804238679	1
804	12823856	121413839418388394873939278	1
805	12823856	521516289502072804238679	1
806	12821806	2110239420476267982670	1
807	12821806	521516289502072804238679	1
808	12823024	121413839418388394873939278	1
809	12823024	521516289502072804238679	1
810	12822410	28538242288608588	1
811	12822410	6382923	1
812	12800089	6382923	1
813	12800089	2037173017923630096717	1
814	12800408	121413839418388394873939278	1
815	12800408	521516289502072804238679	1
816	12800347	521516289502072804238679	2
